"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"State of Palestine","2007","Urban","Other housing units","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","108","86,87,88"
"State of Palestine","2007","Urban","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","6","86,87,88"
"State of Palestine","2007","Urban","Unknown (type of housing unit)","Total","Census - de facto - complete tabulation","Final figure, complete","2013","3921","86,87,88"
"State of Palestine","2007","Urban","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","63","86,87,88"
"State of Palestine","2007","Urban","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","16","86,87,88"
"State of Palestine","2007","Urban","Unknown (type of housing unit)","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","7","86,87,88"
"State of Palestine","2007","Urban","Unknown (type of housing unit)","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","2","86,87,88"
"State of Palestine","2007","Urban","Unknown (type of housing unit)","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","3833","86,87,88"
"State of Palestine","2007","Rural","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2013","109886","86,87"
"State of Palestine","2007","Rural","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","95782","86,87"
"State of Palestine","2007","Rural","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","5057","86,87"
"State of Palestine","2007","Rural","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","6758","86,87"
"State of Palestine","2007","Rural","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","741","86,87"
"State of Palestine","2007","Rural","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","1548","86,87"
"State of Palestine","2007","Rural","Conventional dwellings","Total","Census - de facto - complete tabulation","Final figure, complete","2013","107216","86,87"
"State of Palestine","2007","Rural","Conventional dwellings","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","94235","86,87"
"State of Palestine","2007","Rural","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","5054","86,87"
"State of Palestine","2007","Rural","Conventional dwellings","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","6646","86,87"
"State of Palestine","2007","Rural","Conventional dwellings","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","568","86,87"
"State of Palestine","2007","Rural","Conventional dwellings","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","713","86,87"
"State of Palestine","2007","Rural","Other housing units","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1817","86,87"
"State of Palestine","2007","Rural","Other housing units","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","1529","86,87"
"State of Palestine","2007","Rural","Other housing units","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","0","86,87"
"State of Palestine","2007","Rural","Other housing units","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","110","86,87"
"State of Palestine","2007","Rural","Other housing units","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","172","86,87"
"State of Palestine","2007","Rural","Other housing units","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","6","86,87"
"State of Palestine","2007","Rural","Unknown (type of housing unit)","Total","Census - de facto - complete tabulation","Final figure, complete","2013","853","86,87"
"State of Palestine","2007","Rural","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","18","86,87"
"State of Palestine","2007","Rural","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2013","3","86,87"
"State of Palestine","2007","Rural","Unknown (type of housing unit)","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2013","2","86,87"
"State of Palestine","2007","Rural","Unknown (type of housing unit)","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2013","1","86,87"
"State of Palestine","2007","Rural","Unknown (type of housing unit)","Unknown","Census - de facto - complete tabulation","Final figure, complete","2013","829","86,87"
"State of Palestine","1997","Total","Total","Total","Census - de facto - complete tabulation","Final figure, complete","2009","407065","89"
"State of Palestine","1997","Total","Total","Member of household owns the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","318049","89"
"State of Palestine","1997","Total","Total","Member of household rents all or a part of the housing unit","Census - de facto - complete tabulation","Final figure, complete","2009","39427","89"
"State of Palestine","1997","Total","Total","Occupied free of rent","Census - de facto - complete tabulation","Final figure, complete","2009","45868","89"
"State of Palestine","1997","Total","Total","Other arrangements","Census - de facto - complete tabulation","Final figure, complete","2009","2138","89"
"State of Palestine","1997","Total","Total","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","1583","89"
